SpecCode,Species,Habitat,DNW,SST,SSTrange,Productivity,GBIF,Range,TP,Length,Richness,Anthozoa,Cnidaria_other,Polychaeta,Clitellata,Annelida_other,Polyplacophora,Bivalvia,Gastropoda,Cephalopoda,Mollusca_other,Brachiopoda,Ostracoda,Maxillopoda,Malacostraca,Insecta,Arthropoda_other,Ophiuroidea,Echinoidea,Holothuroidea,Echinodermata_other,Actinopterygii,Chondrichthyes,Amphibia,Reptilia,Aves,Mammalia,Chordata_other,Animalia_other,Plantae
12461,Neopomacentrus miryae,reef-associated,-1.13,0.55,0.38,1.80,-1.20,-0.51,-0.09,-1.07,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12462,Neopomacentrus nemurus,reef-associated,-1.13,0.73,-0.80,-0.78,-1.02,0.36,-0.09,-1.39,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12463,Neopomacentrus sindensis,reef-associated,-1.13,0.60,0.77,2.55,-1.65,-0.80,0.08,-1.16,-0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12464,Neopomacentrus xanthurus,reef-associated,-1.13,0.75,0.64,1.09,-1.47,-0.92,-0.09,-1.67,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12465,Parma alboscapularis,reef-associated,-1.13,-0.56,0.45,-0.39,-0.27,-1.80,-2.49,-0.38,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12466,Nexilosus latifrons,reef-associated,0.16,-0.27,1.18,2.59,-1.03,-1.26,-0.69,-0.07,-0.46,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12467,Parma bicolor,reef-associated,-0.92,-0.61,-0.38,-0.47,-2.03,-1.72,-1.24,-0.83,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12469,Parma mccullochi,reef-associated,-0.92,-0.47,-0.32,-0.59,0.44,-1.42,-1.14,-0.47,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12470,Parma microlepis,reef-associated,-0.92,-0.54,0.24,0.08,1.32,-1.69,-1.31,-0.83,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12471,Parma occidentalis,reef-associated,-0.92,-0.08,-0.10,-0.60,-0.14,-1.69,-1.22,-0.90,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12473,Parma unifasciata,reef-associated,-0.92,0.03,0.20,-0.30,0.70,-2.17,-1.34,-0.58,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12474,Parma victoriae,reef-associated,-0.92,-0.78,0.01,-0.54,0.62,-0.88,-1.19,-0.47,-0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12477,Pomacentrus agassizii,reef-associated,-0.92,0.57,-0.45,-0.98,-1.70,-1.55,-1.29,-1.07,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12478,Pomacentrus albicaudatus,reef-associated,-0.92,0.62,-0.57,-0.48,-1.30,-0.48,-1.43,-1.67,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12479,Pomacentrus alleni,reef-associated,-1.13,0.86,-1.15,0.55,-1.83,-1.44,-1.22,-1.67,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12480,Pomacentrus aquilus,reef-associated,-0.92,0.65,-0.06,0.96,-0.90,-0.02,-1.24,-0.98,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12486,Pomacentrus caeruleus,reef-associated,-0.92,0.69,-0.67,-0.51,-0.40,0.44,-1.29,-1.16,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12494,Pomacentrus leptus,reef-associated,-0.92,0.73,0.37,1.80,-1.25,-0.62,-1.31,-1.52,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12496,Pomacentrus milleri,reef-associated,-0.92,0.65,-0.49,-0.40,0.48,0.21,-1.19,-1.45,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12497,Pomacentrus pikei,reef-associated,-0.92,0.51,-0.39,-1.08,-1.55,-1.69,-1.33,-1.07,0.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12501,Pomacentrus stigma,reef-associated,-0.92,0.83,-0.97,-0.36,-0.89,-0.84,-1.34,-0.90,1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12504,Pomacentrus trichrourus,reef-associated,-0.92,0.65,-0.15,0.52,-0.64,-0.06,-1.33,-1.07,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12505,Pomacentrus trilineatus,reef-associated,-0.92,0.74,-0.66,0.15,-0.19,0.33,-1.39,-1.16,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12510,Stegastes arcifrons,reef-associated,-0.06,0.23,0.80,-0.51,0.22,-2.14,-0.83,-0.90,0.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12512,Stegastes flavilatus,reef-associated,-1.13,0.53,0.21,0.15,0.79,-1.11,-2.49,-1.16,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12528,Heniochus pleurotaenia,reef-associated,-1.13,0.83,-0.93,0.47,-1.20,-0.30,0.08,-0.63,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12529,Amphichaetodon howensis,reef-associated,-0.92,-0.08,0.18,-0.55,-0.43,-1.50,-1.19,-0.58,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12532,Chaetodon nippon,reef-associated,0.37,-0.12,2.03,-0.35,-0.54,-0.65,0.01,-0.76,0.54,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12533,Chaetodon melapterus,reef-associated,-1.13,0.67,0.57,1.90,-0.69,-0.61,-0.19,-0.90,-0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12535,Chaetodon nigropunctatus,reef-associated,-1.13,0.59,1.48,1.45,-1.40,-0.94,0.25,-0.83,-0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12541,Pseudobathylagus milleri,bathypelagic,0.37,-0.39,0.35,-1.08,0.22,2.02,-0.42,-0.40,-1.24,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12568,Parabothus kiensis,bathydemersal,-0.06,0.37,0.13,-0.99,-1.32,-0.06,0.68,-0.46,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
12586,Himantura granulata,reef-associated,0.81,0.76,-0.76,-0.42,-1.57,0.43,1.06,1.47,1.04,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
12587,Himantura fai,reef-associated,-0.06,0.76,-0.75,-0.13,-1.09,0.69,0.49,1.73,0.90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
12623,Galaxias truttaceus,demersal,-0.92,-1.06,-0.09,-0.28,0.29,-1.39,-1.03,-0.47,-1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12627,Taeniamia leai,reef-associated,-0.27,0.42,-0.28,-1.09,-0.88,-0.60,0.06,-1.27,0.94,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12632,Ecsenius aequalis,reef-associated,-1.13,0.54,-0.38,-0.89,-1.43,-0.68,-2.49,-2.00,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12642,Stanulus talboti,reef-associated,-1.13,0.37,-0.17,-1.12,-0.96,-0.41,-2.49,-1.89,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12646,Chaetodon daedalma,reef-associated,0.16,0.02,1.62,-0.66,-1.30,-1.18,-1.15,-0.76,0.67,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12648,Chaetodon smithi,reef-associated,-1.13,0.53,-0.86,-1.57,-1.59,-2.61,-0.09,-0.52,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12662,Labracinus cyclophthalmus,reef-associated,0.81,0.80,-0.87,-0.27,0.33,0.31,0.97,-0.31,1.11,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
12663,Halichoeres hortulanus,reef-associated,-0.49,0.71,-0.73,-0.60,1.52,0.71,-0.09,-0.17,0.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12670,Trichonotus setiger,reef-associated,-1.13,0.71,-0.66,-0.43,-0.50,0.74,-0.09,-0.38,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12704,Gorgasia preclara,reef-associated,-1.13,0.72,-0.73,-0.71,-1.80,0.55,-0.09,0.22,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12719,Pseudanthias bartlettorum,reef-associated,-1.13,0.84,-1.30,-1.12,-1.59,-1.06,-0.09,-1.27,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12722,Choerodon fasciatus,reef-associated,-0.27,0.52,-0.16,-0.86,1.14,-0.30,-0.13,-0.07,1.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
12723,Kyphosus sydneyanus,demersal,-0.92,-0.41,0.37,-0.23,0.54,-1.44,-2.49,0.91,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12725,Hyporhamphus australis,pelagic-neritic,-0.27,-0.17,0.26,-0.30,-0.66,-1.94,-1.48,0.21,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12728,Cirrhilabrus scottorum,reef-associated,-1.13,0.66,-0.71,-1.20,-0.76,0.07,-0.09,-0.90,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12730,Nemanthias carberryi,reef-associated,-1.13,0.56,-0.51,0.05,-0.93,-0.50,-0.09,-0.90,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12740,Synchiropus picturatus,reef-associated,-1.13,0.79,-0.85,-0.18,-1.35,-0.09,0.08,-1.52,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12744,Bodianus loxozonus,reef-associated,0.16,0.68,-0.61,-0.83,-0.42,0.30,0.17,0.38,1.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
12750,Nemateleotris helfrichi,reef-associated,-1.13,0.76,-1.03,-1.26,-1.36,0.00,-0.09,-1.67,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12765,Hypoplectrus chlorurus,reef-associated,-0.27,0.62,-0.64,-0.42,-1.19,-0.15,0.73,-0.92,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
12772,Ptereleotris helenae,reef-associated,1.24,0.69,-1.01,-0.68,-0.79,-0.37,-0.09,-0.98,0.28,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
12776,Pseudanthias taeniatus,reef-associated,-1.13,0.52,0.75,-0.39,-1.83,-1.60,-0.09,-0.90,-1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12780,Cheilinus lunulatus,reef-associated,-0.92,0.68,0.85,1.20,-0.97,-0.62,0.25,0.44,-0.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12781,Cirrhilabrus rubriventralis,reef-associated,-1.13,0.56,0.03,0.38,-1.35,-0.22,-0.09,-1.45,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12784,Vanderhorstia ornatissima,reef-associated,0.16,0.70,-0.79,-0.84,-0.82,0.50,-0.78,-1.32,0.98,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12803,Periophthalmus barbarus,reef-associated,0.37,0.58,-0.17,2.64,0.17,-0.88,-0.49,-0.25,-0.35,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12829,Canthigaster tyleri,reef-associated,-0.92,0.70,-0.66,-0.80,-1.55,0.15,-1.09,-1.27,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12832,Hoplolatilus fourmanoiri,reef-associated,-1.13,0.82,-0.96,0.03,-1.86,0.17,-0.09,-0.83,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12833,Chlorurus strongylocephalus,reef-associated,-1.13,0.75,-0.78,-0.19,-1.08,0.73,-2.49,0.78,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12836,Haletta semifasciata,demersal,1.02,-0.67,0.05,-0.34,0.06,-0.82,-0.45,-0.10,-0.51,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
12859,Semicossyphus darwini,reef-associated,0.81,-0.23,1.20,2.23,-0.03,-1.36,-0.14,0.78,-0.32,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
12887,Brachysomophis crocodilinus,reef-associated,-0.27,0.71,-0.75,-0.61,-0.82,0.58,1.18,1.31,1.03,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
12891,Diademichthys lineatus,reef-associated,0.37,0.73,-0.74,-0.36,-0.08,0.50,-0.62,-1.85,1.05,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
12892,Prionotus miles,reef-associated,-1.13,0.15,1.09,-0.46,-1.83,-2.49,0.08,-0.25,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12895,Hyporhamphus dussumieri,reef-associated,-0.27,0.73,-0.76,-0.53,0.14,0.71,-0.01,0.17,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
12908,Pempheris schwenkii,reef-associated,-1.13,0.66,-0.55,-0.64,0.24,0.41,-0.09,-0.76,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12909,Aplodactylus punctatus,demersal,-0.70,-0.51,0.87,2.43,-1.19,-1.31,-2.49,0.31,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12918,Seriolella brama,benthopelagic,-0.06,-0.96,0.03,-0.33,1.53,-0.54,0.47,0.86,-0.71,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12922,Seriolella punctata,benthopelagic,-0.92,-1.13,0.04,-0.16,1.98,-0.35,-0.09,0.72,-0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12925,Porichthys porosissimus,demersal,-0.27,0.49,-0.45,0.34,0.40,-0.07,0.47,0.00,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
12930,Stromateus brasiliensis,benthopelagic,-1.13,-1.54,0.86,2.07,1.69,-0.42,-0.09,0.17,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12940,Forsterygion lapillum,benthopelagic,-0.27,-1.06,0.21,-0.05,-0.37,-1.11,-0.43,-1.56,-0.78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12942,Pinguipes chilensis,demersal,1.88,-1.04,-0.10,2.71,-1.30,-1.43,-0.47,0.46,-1.05,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
12962,Allocyttus niger,bathypelagic,-0.49,-1.77,-0.14,-0.58,1.70,-0.49,-0.13,0.38,-1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12964,Myliobatis tobijei,demersal,-1.13,-0.08,2.03,-0.18,-0.55,-0.35,0.08,1.54,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12996,Polymixia japonica,bathypelagic,-0.27,0.40,-0.10,-1.37,0.04,1.58,1.23,-0.07,-0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
12998,Apogon erythrinus,reef-associated,-0.49,0.44,0.08,-0.95,0.07,-0.64,0.61,-2.07,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
13000,Liza haematocheila,pelagic-neritic,-0.92,0.12,1.62,1.32,0.23,-1.79,-1.63,0.91,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13004,Callanthias japonicus,benthopelagic,-1.13,-0.14,2.16,-0.31,-0.74,-0.40,-0.09,-0.47,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13006,Pseudanthias cooperi,reef-associated,-1.13,0.71,-0.68,-0.52,-0.30,0.57,-0.09,-0.83,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13007,Caprodon schlegelii,benthopelagic,-1.13,0.52,-0.17,-0.40,-0.04,0.51,-0.09,0.09,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13008,Symphysanodon katayamai,demersal,-1.13,0.74,-0.70,-0.57,-1.39,0.19,-0.09,-0.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13010,Hoplolatilus marcosi,reef-associated,-1.13,0.78,-0.85,-0.52,-1.45,0.31,-0.09,-0.98,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13011,Branchiostegus albus,benthopelagic,-1.13,0.11,1.54,0.28,-1.59,-0.63,-0.09,0.34,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13013,Erythrocles scintillans,benthopelagic,-1.13,0.58,-0.68,-1.39,-1.72,-0.13,-0.09,-0.07,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13015,Nibea albiflora,benthopelagic,-1.13,-0.37,3.06,1.20,-0.49,-0.66,0.08,0.30,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13018,Zosterisessor ophiocephalus,demersal,0.37,-0.52,1.96,-0.72,-0.84,-0.34,0.35,-0.25,-0.84,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
13019,Upeneus subvittatus,demersal,-0.06,0.68,-0.43,-0.33,-1.50,0.47,1.25,-0.29,0.90,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13023,Cirrhilabrus laboutei,reef-associated,-1.13,0.51,-0.39,-0.99,-1.25,-0.51,-0.09,-0.98,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13025,Sparisoma cretense,reef-associated,-0.92,-0.39,1.51,-0.75,0.78,-0.29,-1.02,0.44,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13032,Girella mezina,reef-associated,-0.49,0.06,1.57,-0.33,-0.66,-0.82,-1.09,0.34,0.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
13033,Plectorhinchus cinctus,reef-associated,-0.06,0.32,0.00,-0.40,-0.27,0.44,0.10,0.62,0.80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
13040,Polylepion russelli,reef-associated,-1.13,0.57,-0.47,-1.19,-1.83,0.07,0.08,-0.25,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13041,Cirrhilabrus lubbocki,reef-associated,-1.13,0.84,-1.12,-0.40,-0.88,-0.15,-0.09,-1.39,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13043,Hyperoglyphe japonica,benthopelagic,-0.49,-0.05,1.65,-0.67,-0.63,-0.26,0.80,1.03,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
13062,Helicolenus hilgendorfii,demersal,-0.92,-0.14,2.06,-0.47,-0.10,-0.49,-0.43,-0.17,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13064,Arnoglossus macrolophus,demersal,-1.13,0.72,-0.64,-0.12,-0.98,0.82,0.08,-0.90,0.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13074,Takifugu xanthopterus,demersal,0.37,-0.29,2.51,0.11,-0.72,-0.82,-0.14,0.44,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
13077,Takifugu niphobles,demersal,0.16,0.01,1.78,0.29,0.56,-0.80,-0.33,-0.76,0.52,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13081,Takifugu pardalis,demersal,0.81,-0.60,3.22,-0.17,-0.12,-0.93,-0.28,-0.07,-0.20,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
13082,Upeneichthys lineatus,demersal,1.67,-0.64,-0.04,-0.35,1.14,-0.52,-0.09,0.22,-0.41,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
13144,Zearaja nasuta,demersal,0.37,-1.05,0.31,-0.33,1.51,-0.88,0.39,1.30,-0.77,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
13146,Hydrolagus novaezealandiae,bathydemersal,0.16,-1.21,0.24,0.00,1.70,-0.81,0.11,1.09,-0.90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
13215,Raja velezi,demersal,0.16,0.42,0.69,1.02,-1.01,-0.63,0.30,0.95,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
13271,Rhinoptera steindachneri,reef-associated,-0.92,0.36,0.97,0.98,0.47,-0.73,0.17,1.03,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13274,Urobatis concentricus,demersal,-0.49,0.26,1.80,1.46,-0.57,-1.26,-0.26,0.39,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13276,Urolophus maculatus,demersal,-0.49,0.12,2.21,1.71,0.29,-1.36,-0.47,0.27,-0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13479,Occidentarius platypogon,demersal,1.88,0.73,-0.44,0.93,-0.05,-1.12,0.29,0.44,0.08,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
13512,Uranoscopus sulphureus,reef-associated,-0.27,0.73,-0.85,-1.01,-1.99,-0.64,1.02,0.34,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
13530,Filimanus heptadactyla,demersal,-0.92,0.85,-1.20,-0.32,-1.16,-0.27,0.94,0.17,1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
